,,
periodname,organisationunitname,Outpatient Morbidity-Communicable-Water/Food Borne-Typhoid (Enteric Fever) Cases
Bhadra 2071,401 GORKHA,"1,086"
Bhadra 2071,5 Lumbini Province,"22,175"
Bhadra 2071,411 BAGLUNG,"1,945"
Bhadra 2071,108 TERHATHUM,501
Bhadra 2071,207 BARA,"1,092"
Bhadra 2071,407 TANAHU,686
Bhadra 2071,204 MAHOTTARI,"1,966"
Bhadra 2071,706 DOTI,569
Bhadra 2071,1 Koshi Province,"10,201"
Bhadra 2071,205 SARLAHI,"1,567"
Bhadra 2071,705 DADELDHURA,"1,393"
Bhadra 2071,203 DHANUSA,"2,322"
Bhadra 2071,410 PARBAT,669
Bhadra 2071,501 RUKUM EAST,317
Bhadra 2071,709 KANCHANPUR,"1,942"
Bhadra 2071,114 UDAYAPUR,777
Bhadra 2071,707 ACHHAM,"1,048"
Bhadra 2071,402 MANANG,9
Bhadra 2071,606 DAILEKH,"2,578"
Bhadra 2071,110 ILAM,225
Bhadra 2071,507 NAWALPARASI WEST,"1,382"
Bhadra 2071,504 GULMI,"2,757"
Bhadra 2071,3 Bagmati Province,"9,220"
Bhadra 2071,506 PALPA,"1,811"
Bhadra 2071,208 PARSA,876
Bhadra 2071,6 Karnali Province,"9,619"
Bhadra 2071,302 SINDHUPALCHOK,784
Bhadra 2071,202 SIRAHA,"1,811"
Bhadra 2071,101 TAPLEJUNG,305
Bhadra 2071,112 MORANG,"1,810"
Bhadra 2071,307 BHAKTAPUR,345
Bhadra 2071,603 HUMLA,52
Bhadra 2071,406 LAMJUNG,606
Bhadra 2071,312 MAKWANPUR,356
Bhadra 2071,403 MUSTANG,45
Bhadra 2071,105 KHOTANG,645
Bhadra 2072,307 BHAKTAPUR,284
Bhadra 2072,301 DOLAKHA,494
Bhadra 2072,607 JAJARKOT,294
Bhadra 2072,204 MAHOTTARI,"1,269"
Bhadra 2072,6 Karnali Province,"6,964"
Bhadra 2072,111 JHAPA,"1,654"
Bhadra 2072,305 NUWAKOT,771
Bhadra 2072,202 SIRAHA,"1,481"
Bhadra 2072,309 KAVREPALANCHOK,881
Bhadra 2072,102 SANKHUWASABHA,749
Bhadra 2072,108 TERHATHUM,374
Bhadra 2072,110 ILAM,149
Bhadra 2072,510 DANG,"2,512"
Bhadra 2072,608 RUKUM WEST,968
Bhadra 2072,7 Sudurpashchim Province,"8,471"
Bhadra 2072,203 DHANUSA,"1,628"
Bhadra 2072,704 BAITADI,891
Bhadra 2072,207 BARA,"1,207"
Bhadra 2072,2 Madhesh Province,"9,517"
Bhadra 2072,401 GORKHA,736
Bhadra 2072,411 BAGLUNG,"1,237"
Bhadra 2072,504 GULMI,"1,504"
Bhadra 2072,603 HUMLA,76
Bhadra 2072,507 NAWALPARASI WEST,"1,330"
Bhadra 2072,707 ACHHAM,865
Bhadra 2072,407 TANAHU,719
Bhadra 2072,208 PARSA,717
Bhadra 2072,112 MORANG,"1,531"
Bhadra 2072,709 KANCHANPUR,"1,396"
Bhadra 2072,3 Bagmati Province,"9,543"
Bhadra 2072,114 UDAYAPUR,601
Bhadra 2072,106 BHOJPUR,684
Bhadra 2072,506 PALPA,"1,249"
Bhadra 2072,107 DHANKUTA,686
Bhadra 2072,602 MUGU,29
Bhadra 2072,205 SARLAHI,"1,196"
Bhadra 2072,402 MANANG,7
Bhadra 2072,410 PARBAT,480
Bhadra 2072,312 MAKWANPUR,394
Bhadra 2072,101 TAPLEJUNG,398
Bhadra 2072,302 SINDHUPALCHOK,589
Bhadra 2072,406 LAMJUNG,589
Bhadra 2072,403 MUSTANG,2
Bhadra 2072,311 SINDHULI,977
Bhadra 2072,105 KHOTANG,701
Bhadra 2072,502 ROLPA,"1,274"
Bhadra 2072,701 BAJURA,526
Bhadra 2072,104 OKHALDHUNGA,470
Bhadra 2072,405 KASKI,"2,002"
Bhadra 2072,103 SOLUKHUMBU,312
Bhadra 2072,408 NAWALPARASI EAST,756
Bhadra 2072,4 Gandaki Province,"7,765"
Bhadra 2072,308 LALITPUR,790
Bhadra 2072,113 SUNSARI,626
Bhadra 2072,303 RASUWA,102
Bhadra 2072,201 SAPTARI,725
Bhadra 2072,601 DOLPA,280
Bhadra 2072,702 BAJHANG,"1,012"
Bhadra 2072,501 RUKUM EAST,574
Bhadra 2072,306 KATHMANDU,"1,490"
Bhadra 2072,705 DADELDHURA,647
Bhadra 2072,511 BANKE,"1,087"
Bhadra 2072,606 DAILEKH,"1,800"
Bhadra 2072,Nepal,"68,181"
Bhadra 2072,404 MYAGDI,182
Bhadra 2072,313 CHITWAN,639
Bhadra 2072,509 KAPILBASTU,"1,430"
Bhadra 2072,1 Koshi Province,"9,200"
Bhadra 2072,708 KAILALI,"2,254"
Bhadra 2072,512 BARDIYA,"2,141"
Bhadra 2072,706 DOTI,368
Bhadra 2072,109 PANCHTHAR,265
Bhadra 2072,604 JUMLA,83
Bhadra 2072,505 ARGHAKHANCHI,889
Bhadra 2072,5 Lumbini Province,"16,721"
Bhadra 2072,605 KALIKOT,151
Bhadra 2072,310 RAMECHHAP,833
Bhadra 2072,409 SYANGJA,"1,055"
Bhadra 2072,508 RUPANDEHI,"1,688"
Bhadra 2072,610 SURKHET,"2,062"
Bhadra 2072,703 DARCHULA,512
Bhadra 2072,206 RAUTAHAT ,"1,294"
Bhadra 2072,503 PYUTHAN,"1,043"
Bhadra 2072,304 DHADING,"1,299"
Bhadra 2072,609 SALYAN,"1,221"
Bhadra 2073,602 MUGU,87
Bhadra 2073,608 RUKUM WEST,696
Bhadra 2073,706 DOTI,471
Bhadra 2073,407 TANAHU,"1,180"
Bhadra 2073,1 Koshi Province,"9,207"
Bhadra 2073,7 Sudurpashchim Province,"8,949"
Bhadra 2073,512 BARDIYA,"1,675"
Bhadra 2073,5 Lumbini Province,"15,933"
Bhadra 2073,312 MAKWANPUR,393
Bhadra 2073,305 NUWAKOT,948
Bhadra 2073,309 KAVREPALANCHOK,850
Bhadra 2073,603 HUMLA,122
Bhadra 2073,307 BHAKTAPUR,319
Bhadra 2073,304 DHADING,"1,103"
Bhadra 2073,607 JAJARKOT,497
Bhadra 2073,409 SYANGJA,823
Bhadra 2073,703 DARCHULA,566
Bhadra 2073,101 TAPLEJUNG,244
Bhadra 2073,609 SALYAN,"1,284"
Bhadra 2073,310 RAMECHHAP,655
Bhadra 2073,610 SURKHET,"1,833"
Bhadra 2073,511 BANKE,"1,419"
Bhadra 2073,402 MANANG,23
Bhadra 2073,205 SARLAHI,900
Bhadra 2073,108 TERHATHUM,540
Bhadra 2073,510 DANG,"1,914"
Bhadra 2073,303 RASUWA,70
Bhadra 2073,502 ROLPA,"1,375"
Bhadra 2073,405 KASKI,"1,987"
Bhadra 2073,504 GULMI,"1,260"
Bhadra 2073,401 GORKHA,616
Bhadra 2073,408 NAWALPARASI EAST,631
Bhadra 2073,313 CHITWAN,782
Bhadra 2073,505 ARGHAKHANCHI,912
Bhadra 2073,112 MORANG,"2,039"
Bhadra 2073,109 PANCHTHAR,309
Bhadra 2073,201 SAPTARI,797
Bhadra 2073,113 SUNSARI,572
Bhadra 2073,106 BHOJPUR,809
Bhadra 2073,702 BAJHANG,722
Bhadra 2073,601 DOLPA,56
Bhadra 2073,306 KATHMANDU,"2,145"
Bhadra 2073,406 LAMJUNG,658
Bhadra 2073,708 KAILALI,"2,782"
Bhadra 2073,104 OKHALDHUNGA,453
Bhadra 2073,507 NAWALPARASI WEST,"1,198"
Bhadra 2073,308 LALITPUR,"1,286"
Bhadra 2073,311 SINDHULI,"1,003"
Bhadra 2073,503 PYUTHAN,"1,146"
Bhadra 2073,107 DHANKUTA,378
Bhadra 2073,403 MUSTANG,10
Bhadra 2073,302 SINDHUPALCHOK,839
Bhadra 2073,206 RAUTAHAT ,"1,412"
Bhadra 2073,105 KHOTANG,616
Bhadra 2073,110 ILAM,349
Bhadra 2073,508 RUPANDEHI,"1,389"
Bhadra 2073,410 PARBAT,520
Bhadra 2073,509 KAPILBASTU,"1,673"
Bhadra 2073,204 MAHOTTARI,"1,085"
Bhadra 2073,606 DAILEKH,"1,595"
Bhadra 2073,501 RUKUM EAST,319
Bhadra 2073,4 Gandaki Province,"8,302"
Bhadra 2073,604 JUMLA,147
Bhadra 2073,202 SIRAHA,"1,371"
Bhadra 2073,705 DADELDHURA,817
Bhadra 2073,208 PARSA,846
Bhadra 2073,701 BAJURA,641
Bhadra 2073,6 Karnali Province,"6,423"
Bhadra 2073,506 PALPA,"1,653"
Bhadra 2073,3 Bagmati Province,"10,647"
Bhadra 2073,301 DOLAKHA,254
Bhadra 2073,605 KALIKOT,106
Bhadra 2073,707 ACHHAM,677
Bhadra 2073,404 MYAGDI,249
Bhadra 2073,103 SOLUKHUMBU,233
Bhadra 2073,114 UDAYAPUR,535
Bhadra 2073,111 JHAPA,"1,407"
Bhadra 2073,102 SANKHUWASABHA,723
Bhadra 2073,203 DHANUSA,"1,832"
Bhadra 2073,709 KANCHANPUR,"1,358"
Bhadra 2073,2 Madhesh Province,"9,219"
Bhadra 2073,411 BAGLUNG,"1,605"
Bhadra 2073,Nepal,"68,680"
Bhadra 2073,207 BARA,976
Bhadra 2073,704 BAITADI,915
Bhadra 2074,512 BARDIYA,"2,154"
Bhadra 2074,603 HUMLA,221
Bhadra 2074,605 KALIKOT,174
Bhadra 2074,3 Bagmati Province,"10,964"
Bhadra 2074,610 SURKHET,"2,028"
Bhadra 2074,5 Lumbini Province,"15,542"
Bhadra 2074,709 KANCHANPUR,"1,801"
Bhadra 2074,114 UDAYAPUR,914
Bhadra 2074,312 MAKWANPUR,528
Bhadra 2074,707 ACHHAM,733
Bhadra 2074,411 BAGLUNG,"1,339"
Bhadra 2074,1 Koshi Province,"9,993"
Bhadra 2074,402 MANANG,11
Bhadra 2074,407 TANAHU,915
Bhadra 2074,608 RUKUM WEST,700
Bhadra 2074,602 MUGU,132
Bhadra 2074,704 BAITADI,644
Bhadra 2074,102 SANKHUWASABHA,774
Bhadra 2074,404 MYAGDI,303
Bhadra 2074,408 NAWALPARASI EAST,496
Bhadra 2074,4 Gandaki Province,"7,484"
Bhadra 2074,604 JUMLA,119
Bhadra 2074,7 Sudurpashchim Province,"8,083"
Bhadra 2074,706 DOTI,463
Bhadra 2074,502 ROLPA,"1,284"
Bhadra 2074,701 BAJURA,750
Bhadra 2074,607 JAJARKOT,775
Bhadra 2074,104 OKHALDHUNGA,450
Bhadra 2074,309 KAVREPALANCHOK,957
Bhadra 2074,601 DOLPA,52
Bhadra 2074,108 TERHATHUM,525
Bhadra 2074,303 RASUWA,91
Bhadra 2074,113 SUNSARI,466
Bhadra 2074,304 DHADING,955
Bhadra 2074,508 RUPANDEHI,"2,165"
Bhadra 2074,401 GORKHA,635
Bhadra 2074,405 KASKI,"1,829"
Bhadra 2074,511 BANKE,"1,427"
Bhadra 2074,409 SYANGJA,827
Bhadra 2074,310 RAMECHHAP,630
Bhadra 2074,609 SALYAN,"1,133"
Bhadra 2074,206 RAUTAHAT ,713
Bhadra 2074,703 DARCHULA,381
Bhadra 2074,708 KAILALI,"2,158"
Bhadra 2074,505 ARGHAKHANCHI,816
Bhadra 2074,109 PANCHTHAR,227
Bhadra 2074,504 GULMI,538
Bhadra 2074,406 LAMJUNG,599
Bhadra 2074,203 DHANUSA,"1,706"
Bhadra 2074,205 SARLAHI,451
Bhadra 2074,507 NAWALPARASI WEST,"1,077"
Bhadra 2074,503 PYUTHAN,"1,223"
Bhadra 2074,106 BHOJPUR,686
Bhadra 2074,313 CHITWAN,997
Bhadra 2074,702 BAJHANG,712
Bhadra 2074,207 BARA,975
Bhadra 2074,201 SAPTARI,934
Bhadra 2074,307 BHAKTAPUR,378
Bhadra 2074,103 SOLUKHUMBU,175
Bhadra 2074,403 MUSTANG,21
Bhadra 2074,301 DOLAKHA,928
Bhadra 2074,510 DANG,"1,850"
Bhadra 2074,111 JHAPA,"1,333"
Bhadra 2074,204 MAHOTTARI,"1,810"
Bhadra 2074,509 KAPILBASTU,"1,158"
Bhadra 2074,105 KHOTANG,415
Bhadra 2074,305 NUWAKOT,706
Bhadra 2074,Nepal,"67,522"
Bhadra 2074,311 SINDHULI,"1,193"
Bhadra 2074,302 SINDHUPALCHOK,672
Bhadra 2074,2 Madhesh Province,"8,691"
Bhadra 2074,501 RUKUM EAST,254
Bhadra 2074,410 PARBAT,509
Bhadra 2074,606 DAILEKH,"1,431"
Bhadra 2074,705 DADELDHURA,441
Bhadra 2074,506 PALPA,"1,596"
Bhadra 2074,107 DHANKUTA,340
Bhadra 2074,306 KATHMANDU,"2,021"
Bhadra 2074,110 ILAM,300
Bhadra 2074,208 PARSA,865
Bhadra 2074,6 Karnali Province,"6,765"
Bhadra 2074,112 MORANG,"3,059"
Bhadra 2074,202 SIRAHA,"1,237"
Bhadra 2074,101 TAPLEJUNG,329
Bhadra 2074,308 LALITPUR,908
Bhadra 2075,309 KAVREPALANCHOK,857
Bhadra 2075,305 NUWAKOT,660
Bhadra 2075,301 DOLAKHA,611
Bhadra 2075,111 JHAPA,"1,458"
Bhadra 2075,704 BAITADI,493
Bhadra 2075,510 DANG,"1,948"
Bhadra 2075,7 Sudurpashchim Province,"5,754"
Bhadra 2075,607 JAJARKOT,364
Bhadra 2075,409 SYANGJA,578
Bhadra 2075,608 RUKUM WEST,733
Bhadra 2075,202 SIRAHA,"1,217"
Bhadra 2075,102 SANKHUWASABHA,474
Bhadra 2075,101 TAPLEJUNG,200
Bhadra 2075,602 MUGU,126
Bhadra 2075,610 SURKHET,"2,086"
Bhadra 2075,512 BARDIYA,"1,143"
Bhadra 2075,205 SARLAHI,"1,854"
Bhadra 2075,304 DHADING,588
Bhadra 2075,307 BHAKTAPUR,340
Bhadra 2075,508 RUPANDEHI,"1,381"
Bhadra 2075,507 NAWALPARASI WEST,"1,112"
Bhadra 2075,708 KAILALI,"1,658"
Bhadra 2075,703 DARCHULA,355
Bhadra 2075,504 GULMI,"1,034"
Bhadra 2075,109 PANCHTHAR,260
Bhadra 2075,505 ARGHAKHANCHI,510
Bhadra 2075,313 CHITWAN,608
Bhadra 2075,511 BANKE,"1,211"
Bhadra 2075,5 Lumbini Province,"12,873"
Bhadra 2075,108 TERHATHUM,292
Bhadra 2075,1 Koshi Province,"7,082"
Bhadra 2075,401 GORKHA,366
Bhadra 2075,502 ROLPA,"1,066"
Bhadra 2075,405 KASKI,"2,015"
Bhadra 2075,601 DOLPA,72
Bhadra 2075,303 RASUWA,77
Bhadra 2075,103 SOLUKHUMBU,127
Bhadra 2075,702 BAJHANG,503
Bhadra 2075,113 SUNSARI,341
Bhadra 2075,206 RAUTAHAT ,"1,007"
Bhadra 2075,701 BAJURA,417
Bhadra 2075,107 DHANKUTA,228
Bhadra 2075,201 SAPTARI,561
Bhadra 2075,408 NAWALPARASI EAST,391
Bhadra 2075,308 LALITPUR,874
Bhadra 2075,104 OKHALDHUNGA,394
Bhadra 2075,4 Gandaki Province,"6,278"
Bhadra 2075,105 KHOTANG,364
Bhadra 2075,106 BHOJPUR,349
Bhadra 2075,310 RAMECHHAP,533
Bhadra 2075,609 SALYAN,"1,226"
Bhadra 2075,402 MANANG,4
Bhadra 2075,403 MUSTANG,6
Bhadra 2075,302 SINDHUPALCHOK,438
Bhadra 2075,503 PYUTHAN,951
Bhadra 2075,311 SINDHULI,"1,546"
Bhadra 2075,114 UDAYAPUR,549
Bhadra 2075,312 MAKWANPUR,345
Bhadra 2075,605 KALIKOT,273
Bhadra 2075,709 KANCHANPUR,"1,080"
Bhadra 2075,603 HUMLA,82
Bhadra 2075,208 PARSA,811
Bhadra 2075,707 ACHHAM,525
Bhadra 2075,404 MYAGDI,297
Bhadra 2075,3 Bagmati Province,"9,625"
Bhadra 2075,406 LAMJUNG,436
Bhadra 2075,506 PALPA,968
Bhadra 2075,706 DOTI,449
Bhadra 2075,604 JUMLA,101
Bhadra 2075,410 PARBAT,394
Bhadra 2075,112 MORANG,"1,870"
Bhadra 2075,509 KAPILBASTU,"1,298"
Bhadra 2075,204 MAHOTTARI,"2,601"
Bhadra 2075,6 Karnali Province,"6,368"
Bhadra 2075,Nepal,"58,396"
Bhadra 2075,306 KATHMANDU,"2,148"
Bhadra 2075,207 BARA,966
Bhadra 2075,110 ILAM,176
Bhadra 2075,705 DADELDHURA,274
Bhadra 2075,2 Madhesh Province,"10,416"
Bhadra 2075,411 BAGLUNG,"1,149"
Bhadra 2075,407 TANAHU,642
Bhadra 2075,203 DHANUSA,"1,399"
Bhadra 2075,606 DAILEKH,"1,305"
Bhadra 2075,501 RUKUM EAST,251
Bhadra 2076,109 PANCHTHAR,311
Bhadra 2076,112 MORANG,"2,349"
Bhadra 2076,313 CHITWAN,"2,592"
Bhadra 2076,106 BHOJPUR,799
Bhadra 2076,504 GULMI,"1,686"
Bhadra 2076,306 KATHMANDU,"2,790"
Bhadra 2076,201 SAPTARI,873
Bhadra 2076,308 LALITPUR,966
Bhadra 2076,505 ARGHAKHANCHI,"1,218"
Bhadra 2076,303 RASUWA,157
Bhadra 2076,502 ROLPA,"1,634"
Bhadra 2076,103 SOLUKHUMBU,158
Bhadra 2076,405 KASKI,"2,707"
Bhadra 2076,203 DHANUSA,"2,107"
Bhadra 2076,101 TAPLEJUNG,620
Bhadra 2076,202 SIRAHA,"2,057"
Bhadra 2076,6 Karnali Province,"11,537"
Bhadra 2076,204 MAHOTTARI,"2,811"
Bhadra 2076,105 KHOTANG,404
Bhadra 2076,408 NAWALPARASI EAST,687
Bhadra 2076,110 ILAM,213
Bhadra 2076,510 DANG,"3,452"
Bhadra 2076,410 PARBAT,421
Bhadra 2076,506 PALPA,"2,037"
Bhadra 2076,205 SARLAHI,"2,240"
Bhadra 2076,702 BAJHANG,581
Bhadra 2076,107 DHANKUTA,374
Bhadra 2076,507 NAWALPARASI WEST,"1,115"
Bhadra 2076,305 NUWAKOT,632
Bhadra 2076,406 LAMJUNG,749
Bhadra 2076,603 HUMLA,83
Bhadra 2076,307 BHAKTAPUR,592
Bhadra 2076,602 MUGU,97
Bhadra 2076,402 MANANG,2
Bhadra 2076,311 SINDHULI,"1,304"
Bhadra 2076,312 MAKWANPUR,285
Bhadra 2076,403 MUSTANG,8
Bhadra 2076,302 SINDHUPALCHOK,499
Bhadra 2076,610 SURKHET,"4,842"
Bhadra 2076,407 TANAHU,"1,749"
Bhadra 2076,706 DOTI,767
Bhadra 2076,1 Koshi Province,"10,894"
Bhadra 2076,5 Lumbini Province,"23,558"
Bhadra 2076,608 RUKUM WEST,"1,536"
Bhadra 2076,7 Sudurpashchim Province,"9,398"
Bhadra 2076,704 BAITADI,521
Bhadra 2076,111 JHAPA,"1,873"
Bhadra 2076,208 PARSA,648
Bhadra 2076,3 Bagmati Province,"12,533"
Bhadra 2076,404 MYAGDI,85
Bhadra 2076,709 KANCHANPUR,"1,603"
Bhadra 2076,114 UDAYAPUR,"1,245"
Bhadra 2076,707 ACHHAM,852
Bhadra 2076,705 DADELDHURA,379
Bhadra 2076,301 DOLAKHA,591
Bhadra 2076,501 RUKUM EAST,353
Bhadra 2076,511 BANKE,"1,813"
Bhadra 2076,606 DAILEKH,"2,168"
Bhadra 2076,2 Madhesh Province,"13,820"
Bhadra 2076,401 GORKHA,692
Bhadra 2076,411 BAGLUNG,"1,689"
Bhadra 2076,509 KAPILBASTU,"1,675"
Bhadra 2076,207 BARA,"1,784"
Bhadra 2076,Nepal,"91,351"
Bhadra 2076,108 TERHATHUM,383
Bhadra 2076,701 BAJURA,727
Bhadra 2076,104 OKHALDHUNGA,478
Bhadra 2076,607 JAJARKOT,480
Bhadra 2076,604 JUMLA,144
Bhadra 2076,4 Gandaki Province,"9,611"
Bhadra 2076,102 SANKHUWASABHA,"1,164"
Bhadra 2076,703 DARCHULA,498
Bhadra 2076,113 SUNSARI,523
Bhadra 2076,206 RAUTAHAT ,"1,300"
Bhadra 2076,304 DHADING,793
Bhadra 2076,605 KALIKOT,440
Bhadra 2076,708 KAILALI,"3,470"
Bhadra 2076,309 KAVREPALANCHOK,924
Bhadra 2076,609 SALYAN,"1,624"
Bhadra 2076,601 DOLPA,123
Bhadra 2076,409 SYANGJA,822
Bhadra 2076,310 RAMECHHAP,408
Bhadra 2076,512 BARDIYA,"3,385"
Bhadra 2076,508 RUPANDEHI,"3,470"
Bhadra 2076,503 PYUTHAN,"1,720"
Bhadra 2077,507 NAWALPARASI WEST,293
Bhadra 2077,708 KAILALI,"1,063"
Bhadra 2077,406 LAMJUNG,190
Bhadra 2077,504 GULMI,829
Bhadra 2077,203 DHANUSA,972
Bhadra 2077,205 SARLAHI,"1,413"
Bhadra 2077,505 ARGHAKHANCHI,544
Bhadra 2077,508 RUPANDEHI,580
Bhadra 2077,110 ILAM,232
Bhadra 2077,112 MORANG,823
Bhadra 2077,202 SIRAHA,767
Bhadra 2077,6 Karnali Province,"6,511"
Bhadra 2077,109 PANCHTHAR,151
Bhadra 2077,503 PYUTHAN,634
Bhadra 2077,107 DHANKUTA,131
Bhadra 2077,607 JAJARKOT,624
Bhadra 2077,311 SINDHULI,648
Bhadra 2077,101 TAPLEJUNG,222
Bhadra 2077,206 RAUTAHAT ,952
Bhadra 2077,702 BAJHANG,454
Bhadra 2077,104 OKHALDHUNGA,274
Bhadra 2077,405 KASKI,759
Bhadra 2077,108 TERHATHUM,128
Bhadra 2077,602 MUGU,57
Bhadra 2077,510 DANG,676
Bhadra 2077,502 ROLPA,"1,279"
Bhadra 2077,307 BHAKTAPUR,184
Bhadra 2077,305 NUWAKOT,327
Bhadra 2077,303 RASUWA,78
Bhadra 2077,313 CHITWAN,283
Bhadra 2077,511 BANKE,744
Bhadra 2077,106 BHOJPUR,201
Bhadra 2077,401 GORKHA,472
Bhadra 2077,408 NAWALPARASI EAST,158
Bhadra 2077,114 UDAYAPUR,423
Bhadra 2077,707 ACHHAM,339
Bhadra 2077,404 MYAGDI,30
Bhadra 2077,709 KANCHANPUR,594
Bhadra 2077,3 Bagmati Province,"4,898"
Bhadra 2077,605 KALIKOT,210
Bhadra 2077,604 JUMLA,107
Bhadra 2077,208 PARSA,316
Bhadra 2077,312 MAKWANPUR,194
Bhadra 2077,402 MANANG,1
Bhadra 2077,512 BARDIYA,860
Bhadra 2077,705 DADELDHURA,288
Bhadra 2077,506 PALPA,652
Bhadra 2077,501 RUKUM EAST,169
Bhadra 2077,1 Koshi Province,"4,179"
Bhadra 2077,5 Lumbini Province,"7,966"
Bhadra 2077,105 KHOTANG,171
Bhadra 2077,302 SINDHUPALCHOK,412
Bhadra 2077,310 RAMECHHAP,219
Bhadra 2077,609 SALYAN,"1,718"
Bhadra 2077,410 PARBAT,275
Bhadra 2077,703 DARCHULA,293
Bhadra 2077,610 SURKHET,"1,636"
Bhadra 2077,603 HUMLA,99
Bhadra 2077,409 SYANGJA,382
Bhadra 2077,309 KAVREPALANCHOK,540
Bhadra 2077,601 DOLPA,74
Bhadra 2077,308 LALITPUR,294
Bhadra 2077,304 DHADING,506
Bhadra 2077,201 SAPTARI,381
Bhadra 2077,2 Madhesh Province,"6,259"
Bhadra 2077,103 SOLUKHUMBU,115
Bhadra 2077,102 SANKHUWASABHA,382
Bhadra 2077,113 SUNSARI,178
Bhadra 2077,306 KATHMANDU,907
Bhadra 2077,204 MAHOTTARI,816
Bhadra 2077,111 JHAPA,748
Bhadra 2077,701 BAJURA,539
Bhadra 2077,301 DOLAKHA,306
Bhadra 2077,606 DAILEKH,975
Bhadra 2077,Nepal,"38,372"
Bhadra 2077,706 DOTI,744
Bhadra 2077,407 TANAHU,441
Bhadra 2077,4 Gandaki Province,"3,836"
Bhadra 2077,509 KAPILBASTU,706
Bhadra 2077,7 Sudurpashchim Province,"4,723"
Bhadra 2077,411 BAGLUNG,"1,128"
Bhadra 2077,704 BAITADI,409
Bhadra 2077,608 RUKUM WEST,"1,011"
Bhadra 2077,207 BARA,642
Bhadra 2078,109 PANCHTHAR,325
Bhadra 2078,112 MORANG,"1,443"
Bhadra 2078,504 GULMI,"1,130"
Bhadra 2078,503 PYUTHAN,646
Bhadra 2078,505 ARGHAKHANCHI,456
Bhadra 2078,106 BHOJPUR,200
Bhadra 2078,306 KATHMANDU,"1,568"
Bhadra 2078,507 NAWALPARASI WEST,560
Bhadra 2078,308 LALITPUR,"1,003"
Bhadra 2078,205 SARLAHI,"2,050"
Bhadra 2078,311 SINDHULI,975
Bhadra 2078,708 KAILALI,"1,629"
Bhadra 2078,406 LAMJUNG,388
Bhadra 2078,107 DHANKUTA,156
Bhadra 2078,206 RAUTAHAT ,933
Bhadra 2078,105 KHOTANG,189
Bhadra 2078,408 NAWALPARASI EAST,383
Bhadra 2078,405 KASKI,"1,401"
Bhadra 2078,302 SINDHUPALCHOK,505
Bhadra 2078,104 OKHALDHUNGA,191
Bhadra 2078,401 GORKHA,640
Bhadra 2078,510 DANG,"1,149"
Bhadra 2078,511 BANKE,"1,367"
Bhadra 2078,502 ROLPA,"1,057"
Bhadra 2078,307 BHAKTAPUR,171
Bhadra 2078,305 NUWAKOT,650
Bhadra 2078,108 TERHATHUM,274
Bhadra 2078,303 RASUWA,69
Bhadra 2078,702 BAJHANG,688
Bhadra 2078,313 CHITWAN,827
Bhadra 2078,407 TANAHU,809
Bhadra 2078,706 DOTI,965
Bhadra 2078,411 BAGLUNG,902
Bhadra 2078,610 SURKHET,"2,075"
Bhadra 2078,5 Lumbini Province,"10,589"
Bhadra 2078,1 Koshi Province,"6,129"
Bhadra 2078,605 KALIKOT,257
Bhadra 2078,114 UDAYAPUR,669
Bhadra 2078,512 BARDIYA,"1,062"
Bhadra 2078,3 Bagmati Province,"8,140"
Bhadra 2078,707 ACHHAM,357
Bhadra 2078,602 MUGU,129
Bhadra 2078,304 DHADING,647
Bhadra 2078,312 MAKWANPUR,213
Bhadra 2078,402 MANANG,3
Bhadra 2078,506 PALPA,688
Bhadra 2078,208 PARSA,"1,106"
Bhadra 2078,603 HUMLA,93
Bhadra 2078,410 PARBAT,238
Bhadra 2078,310 RAMECHHAP,304
Bhadra 2078,409 SYANGJA,862
Bhadra 2078,607 JAJARKOT,920
Bhadra 2078,609 SALYAN,"1,078"
Bhadra 2078,703 DARCHULA,214
Bhadra 2078,101 TAPLEJUNG,169
Bhadra 2078,4 Gandaki Province,"5,673"
Bhadra 2078,Nepal,"63,008"
Bhadra 2078,6 Karnali Province,"7,057"
Bhadra 2078,204 MAHOTTARI,"1,074"
Bhadra 2078,508 RUPANDEHI,975
Bhadra 2078,202 SIRAHA,"1,963"
Bhadra 2078,509 KAPILBASTU,"1,002"
Bhadra 2078,110 ILAM,411
Bhadra 2078,501 RUKUM EAST,497
Bhadra 2078,606 DAILEKH,870
Bhadra 2078,601 DOLPA,84
Bhadra 2078,705 DADELDHURA,413
Bhadra 2078,701 BAJURA,557
Bhadra 2078,113 SUNSARI,264
Bhadra 2078,309 KAVREPALANCHOK,674
Bhadra 2078,301 DOLAKHA,534
Bhadra 2078,704 BAITADI,436
Bhadra 2078,111 JHAPA,"1,198"
Bhadra 2078,709 KANCHANPUR,920
Bhadra 2078,201 SAPTARI,376
Bhadra 2078,2 Madhesh Province,"19,241"
Bhadra 2078,604 JUMLA,165
Bhadra 2078,7 Sudurpashchim Province,"6,179"
Bhadra 2078,102 SANKHUWASABHA,605
Bhadra 2078,203 DHANUSA,"10,429"
Bhadra 2078,103 SOLUKHUMBU,35
Bhadra 2078,608 RUKUM WEST,"1,386"
Bhadra 2078,404 MYAGDI,47
Bhadra 2078,207 BARA,"1,310"
Bhadra 2079,701 BAJURA,485
Bhadra 2079,4 Gandaki Province,"3,880"
Bhadra 2079,405 KASKI,879
Bhadra 2079,103 SOLUKHUMBU,131
Bhadra 2079,105 KHOTANG,172
